Optimizing /h/ywang30/nofib/spectral/eliza
01111011110011010011111010110011001011001000001011001101011011111100000100100011100101101000110100000000010001111011000111111100010001111 633888.0
01110011100011010011111111110001001111001000000010001110010001111100000000100011100101101001110101100000010001110011010101111110000101101 633888.0
01101010100001010110111010111010000101001010101010101111000001111110000101000011100011111111110001101101010101100011000101011110000101111 658304.0
11110001001101110001010110110001001110001100111000001110011000011010000001100111100000101000110101000100100001010011100000001100100100101 635864.0
01111011111110111000111100110001001011011000011000011101011101111111100100100011001011101010010011011010000101000011001111111110100101111 740760.0
11000011011011010001110001010000101111011000001011001100111011111100110110110011001100100100100100001100001011011000011001001100100000100 642608.0
01111000111011001101110101101111001111101011101011001011110101101100000100100110110011001011110111000000010101110111101101010100110101110 652992.0
01001001010011110111110011110000110011111001101101001111011011111101000101101111101101101010111110101101100010100111000011011100010001111 665136.0
11111011110011011011110011110000000111001000101010001111010001111110000000100111100101001000110101000100000000110011010101011100000001110 633560.0
10111011110011011011110111110000000111001000101011001111110000111110000000100111100101101010110100101100000000110011110111111110010101111 633632.0
11110011011011010001111111110000001111001000001010001100011001111100000000100011100101101000110101000100000001110011000001001100010000100 633744.0
01111011111011010010111111110011001011001000001011001101011011111100000100100011100101101001110100000000000001110011000101111110110001111 633744.0
11111011111011010001111111110000001011001000001011001101011011111100000100100011100101101000110100000100000001111011010111011100010000110 633744.0
11111011001011010011111101110000000111001000001011001111011001111110000100100011100111111001110100000100000001110011010111011110010000111 633744.0
11110011011011010001111101110000001011001000001011001100011001111100000100100011100101100000110101000100000001111011010011011100010000100 633744.0
best: 0.9079392376038979
done evolving!
"all is well:)"
>>>>>>>>>>>>>>FINISH OPTIMIZATION>>>>>>>>>>>>>>>
939.85user 1013.62system 43:32.80elapsed 74%CPU (0avgtext+0avgdata 131508maxresident)k
1143688inputs+4287096outputs (701major+67775992minor)pagefaults 0swaps
