Optimizing /h/ywang30/nofib/spectral/minimax
best: 0.982245781857856
100011001100100000010100111000110111010111000110001010001001011111000101101100001010000001001110110000101010000001010110111100110010011011000111010,100011001100100000010100111000110111010111000110001010001001011111000101101100001010000001001110110000101010000001,10,100,100011001100100000,100011001 6433840.0
000011000000100000010100111000110111110110010110000011001001001001001001011100011010101001001010110000101110000001010100111100100000011011000111010,000011000000100000010100111000110111110110010110000011001001001001001001011100011010101001001010110000101110000001,00,000,000011000000100000,000011000 6434152.0
001101110001111011110100001110100110000110000100000110001101000000000011000110000110110001001010111011101100110001000010111100011000010001001110001,001101110001111011110100001110100110000110000100000110001101000000000011000110000110110001001010111011101100110001,00,001,001101110001111011,001101110 6417216.0
001100110101010001110110001111000101011111000100001100000011001110000111000110100110001001010010000101010000111001100010111110001000000011000010000,001100110101010001110110001111000101011111000100001100000011001110000111000110100110001001010010000101010000111001,00,001,001100110101010001,001100110 6435144.0
001110100000001000111100111110100111001110010100110111011001000110010010001110111010101000010010000001111100111001110010011100110000111011001110010,001110100000001000111100111110100111001110010100110111011001000110010010001110111010101000010010000001111100111001,00,001,001110100000001000,001110100 6433840.0
101100110000011001110110001110100101000111000100011110001111000000000011000100101110111001010010101101100100110001100010111100010000010001000100001,101100110000011001110110001110100101000111000100011110001111000000000011000100101110111001010010101101100100110001,10,101,101100110000011001,101100110 6418120.0
101101100100011011110110001110100001010110000100010111001111000100010011100100100110011001010010101101110100110001100010111110011000010100101010001,101101100100011011110110001110100001010110000100010111001111000100010011100100100110011001010010101101110100110001,10,101,101101100100011011,101101100 6418120.0
000101100101011001010110001110100001010110110100000110001100000000010001011110001110000101010010110101011001010000110011111110010100010100100111011,000101100101011001010110001110100001010110110100000110001100000000010001011110001110000101010010110101011001010000,00,000,000101100101011001,000101100 6544304.0
101100110001110000110100001111000111010110000110001000000111001000001110000100101110100001000010111011011001111001000010011110000000010100110010000,101100110001110000110100001111000111010110000110001000000111001000001110000100101110100001000010111011011001111001,10,101,101100110001110000,101100110 6417216.0
001010100100001010111111101100100100001011001000101001001001001111000000001110111110011011010000000101000000110111111101010000101000001011001000001,001010100100001010111111101100100100001011001000101001001001001111000000001110111110011011010000000101000000110111,00,001,001010100100001010,001010100 2.657588e7
100100100011100011011110101000101000011010111110111000010011001001011010011010101110001010101101111010011111001101000000011101100100000011100000100,100100100011100011011110101000101000011010111110111000010011001001011010011010101110001010101101111010011111001101,10,100,100100100011100011,100100100 2.3564976e7
100011001110110000010001100101010110111101001110000010000101100110000101100001010001010000011100010110111011001011010110111101100110001000100011001,100011001110110000010001100101010110111101001110000010000101100110000101100001010001010000011100010110111011001011,10,100,100011001110110000,100011001 9.0966576e7
101110100110000000010110001110110000001111000101011100101101101100000111000000110001001001010010101101101101010001101010111100011001110101000000001,101110100110000000010110001110110000001111000101011100101101101100000111000000110001001001010010101101101101010001,10,101,101110100110000000,101110100 9.2350608e7
101110011101001011101110111110110001100100100100100111000111101100011011100000100111011001010000101110101101110001110110111010011101011000000010001,101110011101001011101110111110110001100100100100100111000111101100011011100000100111011001010000101110101101110001,10,101,101110011101001011,101110011 8.8997672e7
100100110101010101000110001101110101010001010001001100000111110100110110000110111011001011000100110101111001111100000010011000010001110110010010110,100100110101010101000110001101110101010001010001001100000111110100110110000110111011001011000100110101111001111100,10,100,100100110101010101,100100110 8.9221312e7
001101110001111000110100111110100111010110000110000111001101001000000001000100001110110001001010111011101101110001000010111100010000011001100110001,001101110001111000110100111110100111010110000110000111001101001000000001000100001110110001001010111011101101110001,00,001,001101110001111000,001101110 6417216.0
101100100100011011110110001110100000001111000100011110001111000100000011100110110010011001010010101101110100110001100010111100011000010001001000001,101100100100011011110110001110100000001111000100011110001111000100000011100110110010011001010010101101110100110001,10,101,101100100100011011,101100100 6418120.0
101101110101011001110110001110100001010110100100010111001111000100010011100100001110010001010010101111011101110000100010111110010000010100100010001,101101110101011001110110001110100001010110100100010111001111000100010011100100001110010001010010101111011101110000,10,101,101101110101011001,101101110 6418120.0
000010101101001111011110011110000111001111000010001000011101011011010111110010110110011111011101111101101100110000100000111110011100100011111101011,000010101101001111011110011110000111001111000010001000011101011011010111110010110110011111011101111101101100110000,00,000,000010101101001111,000010101 6418432.0
101000010101010001010110001111000101010110000100101000000111000100011110000110101110001001010010111111011001111001100010011110000000010110010010000,101000010101010001010110001111000101010110000100101000000111000100011110000110101110001001010010111111011001111001,10,101,101000010101010001,101000010 6418744.0
100100101100101010010100111001010100011111000100001100000100101110000111101110100010010000011110000101101000110101110010101100110000001011101111010,100100101100101010010100111001010100011111000100001100000100101110000111101110100010010000011110000101101000110101,10,100,100100101100101010,100100101 6432448.0
100011001100100000010100111001010111011111000100001000000101111110000101101100000010000001001110110110101010000001010110101101110010001001100111010,100011001100100000010100111001010111011111000100001000000101111110000101101100000010000001001110110110101010000001,10,100,100011001100100000,100011001 6432448.0
best: 0.982245781857856
001000100101111110011100001110000111011111000010001000001111011000001110010000101110000111011110111101101100110001000010111110000000100111110011001,001000100101111110011100001110000111011111000010001000001111011000001110010000101110000111011110111101101100110001,00,001,001000100101111110,001000100 6418864.0
101100010101011011010110001110000001010110000100001110000111000100010010000100100110011001010010101111011101111001100010011110010000010110111010001,101100010101011011010110001110000001010110000100001110000111000100010010000100100110011001010010101111011101111001,10,101,101100010101011011,101100010 6418120.0
001111111101111111011100011110000111001110000110000100001101010001000111010010010110110101001101111101101100110000000010111100011100110011111100011,001111111101111111011100011110000111001110000110000100001101010001000111010010010110110101001101111101101100110000,00,001,001111111101111111,001111111 6418240.0
000001101101001000010110111110000111010111000110001010001101011010010101000000011110010101001111111101101101110001000010111110011100101011101111001,000001101101001000010110111110000111010111000110001010001101011010010101000000011110010101001111111101101101110001,00,000,000001101101001000,000001101 6418432.0
001101110001111001110110001110100101010110000110000111001111000100000011000100001110010001010010111011011101110001100010111100010000011001100110001,001101110001111001110110001110100101010110000110000111001111000100000011000100001110010001010010111011011101110001,00,001,001101110001111001,001101110 6417096.0
101100110001011000110110011110100101000111000100010111001111000000000011000100001110111001000010111011101101110001000010111100010000011001100100001,101100110001011000110110011110100101000111000100010111001111000000000011000100001110111001000010111011101101110001,10,101,101100110001011000,101100110 6417096.0
101100100100011001110110001110100101000111000100011110001111000100000011000100110010111001010010101101100100110001100010111100010000010001001000001,101100100100011001110110001110100101000111000100011110001111000100000011000100110010111001010010101101100100110001,10,101,101100100100011001,101100100 6418120.0
000011111001011011010100011110100111001111000100000000001101000000010111100010000110010111011011111101101100110000100010111100011000100001101111001,000011111001011011010100011110100111001111000100000000001101000000010111100010000110010111011011111101101100110000,00,000,000011111001011011,000011111 6418552.0
101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001000010111100011000011000100110001,101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001,10,101,101101100101011011,101101100 6417096.0
000101101000011001110110000010100000010000101000100111010110000000000111010001111110101101001010101111101100011001101011010100000000011111010100101,000101101000011001110110000010100000010000101000100111010110000000000111010001111110101101001010101111101100011001,00,000,000101101000011001,000101101 2.7108e7
101011111100110000110110110111010111001111001010001101001011111010001101101000000110101101000110110000101010000111010110101111100010001001100010010,101011111100110000110110110111010111001111001010001101001011111010001101101000000110101101000110110000101010000111,10,101,101011111100110000,101011111 2.321376e7
000100101000101100010100110000110100011110000010001110001100111110001110100110111010010001111111000101001010100101111010110100110100011011111101011,000100101000101100010100110000110100011110000010001110001100111110001110100110111010010001111111000101001010100101,00,000,000100101000101100,000100101 6442000.0
001100110110010011010110101110010101001111010110001100110101011111001101110110100010001001000000011111110100101011000011000010001001000011110010100,001100110110010011010110101110010101001111010110001100110101011111001101110110100010001001000000011111110100101011,00,001,001100110110010011,001100110 6642792.0
011101110000100001111100001010100000100010110100000110011001000100000110100000100100111001000110111011101100100000000010000010010000110011001110001,011101110000100001111100001010100000100010110100000110011001000100000110100000100100111001000110111011101100100000,01,011,011101110000100001,011101110 6555800.0
000110100011100101111110101100100011011010101111111010010011100101011011001110101110101010101001111000111110000111000011001101101101000110100000101,000110100011100101111110101100100011011010101111111010010011100101011011001110101110101010101001111000111110000111,00,000,000110100011100101,000110100 2.3554576e7
001101110001111011110100001110100110000110000100000110001101000000000011000110000110110001001010111011101100110001000010111100011000010001001110001,001101110001111011110100001110100110000110000100000110001101000000000011000110000110110001001010111011101100110001,00,001,001101110001111011,001101110 6417216.0
101100110001110000110100001111000111010110000110001000000111001000001110000100101110100001000010111011011001111001000010011110000000010100110010000,101100110001110000110100001111000111010110000110001000000111001000001110000100101110100001000010111011011001111001,10,101,101100110001110000,101100110 6417216.0
001101110001111000110100111110100111010110000110000111001101001000000001000100001110110001001010111011101101110001000010111100010000011001100110001,001101110001111000110100111110100111010110000110000111001101001000000001000100001110110001001010111011101101110001,00,001,001101110001111000,001101110 6417216.0
101100110000011001110110001110100101000111000100011110001111000000000011000100101110111001010010101101100100110001100010111100010000010001000100001,101100110000011001110110001110100101000111000100011110001111000000000011000100101110111001010010101101100100110001,10,101,101100110000011001,101100110 6418120.0
101101100100011011110110001110100001010110000100010111001111000100010011100100100110011001010010101101110100110001100010111110011000010100101010001,101101100100011011110110001110100001010110000100010111001111000100010011100100100110011001010010101101110100110001,10,101,101101100100011011,101101100 6418120.0
101100100100011011110110001110100000001111000100011110001111000100000011100110110010011001010010101101110100110001100010111100011000010001001000001,101100100100011011110110001110100000001111000100011110001111000100000011100110110010011001010010101101110100110001,10,101,101100100100011011,101100100 6418120.0
101101110101011001110110001110100001010110100100010111001111000100010011100100001110010001010010101111011101110000100010111110010000010100100010001,101101110101011001110110001110100001010110100100010111001111000100010011100100001110010001010010101111011101110000,10,101,101101110101011001,101101110 6418120.0
best: 0.9822274141585573
101101110000011011110100001110100101000111000100010110001111000000000011000100001110111001001010101111101100110001000010111100010000010001001100001,101101110000011011110100001110100101000111000100010110001111000000000011000100001110111001001010101111101100110001,10,101,101101110000011011,101101110 6418240.0
101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001000010111100011000011000100110001,101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001,10,101,101101100101011011,101101100 6417096.0
101100110101011011110110101110000001010110000100000111001111000100010010000100000110011001010010101111111101110001100010011110011000010100101010001,101100110101011011110110101110000001010110000100000111001111000100010010000100000110011001010010101111111101110001,10,101,101100110101011011,101100110 6418120.0
001101111101111011010100011110000111001110000110000110001101010100010110010110100110011001011100101111111101110000100010011100010100010110111010011,001101111101111011010100011110000111001110000110000110001101010100010110010110100110011001011100101111111101110000,00,001,001101111101111011,001101111 6418240.0
001111111001111111010100011110000111000110000110000100001101001001000111010010000110110001001011111101101101110001000010111100010100111001100100001,001111111001111111010100011110000111000110000110000100001101001001000111010010000110110001001011111101101101110001,00,001,001111111001111111,001111111 6418240.0
001101100101011001110110001110100101010110000110000111001101000100000011000100001110010001000010111011011101110001000010111100010000011001100110001,001101100101011001110110001110100101010110000110000111001101000100000011000100001110010001000010111011011101110001,00,001,001101100101011001,001101100 6417096.0
001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001000010111110011000011010100110001,001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001,00,001,001101101101001010,001101101 6417096.0
101101100101011011110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001000010111100011000011001100110001,101101100101011011110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001,10,101,101101100101011011,101101100 6417096.0
001001110101111010111100001110000110011110000000001000001111011000000011000000000110010101011010111111101100110001000010111110010000100011011110001,001001110101111010111100001110000110011110000000001000001111011000000011000000000110010101011010111111101100110001,00,001,001001110101111010,001001110 6418240.0
101000111000011000110110011001110101000110000100110011000111100000000011011110110101111001011010011110011101111011101010010100010000101000100110000,101000111000011000110110011001110101000110000100110011000111100000000011011110110101111001011010011110011101111011,10,101,101000111000011000,101000111 8.9085952e7
101101110011011001100111101011110011011110110110010110001111001100100010001000101110011001110010111001111010010001000011111100010000101000000110001,101101110011011001100111101011110011011110110110010110001111001100100010001000101110011001110010111001111010010001,10,101,101101110011011001,101101110 6504784.0
101101100100111110010110010000101000111111001101011100101010100100110011110100100110011001010011101101010111110011110010111100011000010000101010110,101101100100111110010110010000101000111111001101011100101010100100110011110100100110011001010011101101010111110011,10,101,101101100100111110,101101100 2.6495328e7
100101001001001100010111101110000110010111010100000000000101011001110100001010001011011001101111101110101001100010010000101000001110100011101010001,100101001001001100010111101110000110010111010100000000000101011001110100001010001011011001101111101110101001100010,10,100,100101001001001100,100101001 9.0924336e7
011101010000111001110001011010100111010110111110000100001101001010110010000101001100101000011010111010000110101101100010101001111000011011000110001,011101010000111001110001011010100111010110111110000100001101001010110010000101001100101000011010111010000110101101,01,011,011101010000111001,011101010 2.3163616e7
000011000011011001001110111010000111010011000110001110001011111010000100000000101100111100001111110100101111110011000011111111011111001001001110001,000011000011011001001110111010000111010011000110001110001011111010000100000000101100111100001111110100101111110011,00,000,000011000011011001,000011000 6531024.0
001101110001111001110110001110100101010110000110000111001111000100000011000100001110010001010010111011011101110001100010111100010000011001100110001,001101110001111001110110001110100101010110000110000111001111000100000011000100001110010001010010111011011101110001,00,001,001101110001111001,001101110 6417096.0
101100110001011000110110011110100101000111000100010111001111000000000011000100001110111001000010111011101101110001000010111100010000011001100100001,101100110001011000110110011110100101000111000100010111001111000000000011000100001110111001000010111011101101110001,10,101,101100110001011000,101100110 6417096.0
101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001000010111100011000011000100110001,101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001101110001111011110100001110100110000110000100000110001101000000000011000110000110110001001010111011101100110001000010111100011000010001001110001,001101110001111011110100001110100110000110000100000110001101000000000011000110000110110001001010111011101100110001,00,001,001101110001111011,001101110 6417216.0
101100110001110000110100001111000111010110000110001000000111001000001110000100101110100001000010111011011001111001000010011110000000010100110010000,101100110001110000110100001111000111010110000110001000000111001000001110000100101110100001000010111011011001111001,10,101,101100110001110000,101100110 6417216.0
001101110001111000110100111110100111010110000110000111001101001000000001000100001110110001001010111011101101110001000010111100010000011001100110001,001101110001111000110100111110100111010110000110000111001101001000000001000100001110110001001010111011101101110001,00,001,001101110001111000,001101110 6417216.0
101100010101011011010110001110000001010110000100001110000111000100010010000100100110011001010010101111011101111001100010011110010000010110111010001,101100010101011011010110001110000001010110000100001110000111000100010010000100100110011001010010101111011101111001,10,101,101100010101011011,101100010 6418120.0
best: 0.9822274141585573
101101100101011001110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001000010111100010000011001100110001,101101100101011001110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001,10,101,101101100101011001,101101100 6417096.0
101100010101111001110100011110000101010110000100001111001101000100010001000100000110110001000010101011001101111001100010011100010000011011101110001,101100010101111001110100011110000101010110000100001111001101000100010001000100000110110001000010101011001101111001,10,101,101100010101111001,101100010 6417216.0
001010011010011000010110011010000101000110000110010010001011111010000100011000111100111100001011011110101101110011100010111111010100001000001110000,001010011010011000010110011010000101000110000110010010001011111010000100011000111100111100001011011110101101110011,00,001,001010011010011000,001010011 6505288.0
101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001000010111100010000011001100110001,101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001100101101001010010110011110000101000111000110010111001101000010000011000100001110111001001010111011101101110001000010111110011000011011100110001,001100101101001010010110011110000101000111000110010111001101000010000011000100001110111001001010111011101101110001,00,001,001100101101001010,001100101 6417096.0
001001110101111010111100001110000110011110000000001000001111011000000011000000000110010101011010111111101100110001000010111110010000100011011110001,001001110101111010111100001110000110011110000000001000001111011000000011000000000110010101011010111111101100110001,00,001,001001110101111010,001001110 6418240.0
101101110011011001100111011111110001001111100100010110001111000000000011001000001110011001010010111011101100110001000011111100010000001001100100001,101101110011011001100111011111110001001111100100010110001111000000000011001000001110011001010010111011101100110001,10,101,101101110011011001,101101110 6504784.0
001101101101011011010110101110100101010111000110000110001101001110000111000100001110010001000010111011111101110001000010111100011000011010100110001,001101101101011011010110101110100101010111000110000110001101001110000111000100001110010001000010111011111101110001,00,001,001101101101011011,001101101 6417096.0
001101110001011011110100001110100100000111000100010110001101000000000011000100000110110001001010111011101100110001000010111100010000010001001100001,001101110001011011110100001110100100000111000100010110001101000000000011000100000110110001001010111011101100110001,00,001,001101110001011011,001101110 6417216.0
001011000010011011011010100111010111010001010100000110101000100010001100010010100101111001000101101111111011110001010000101011000110001001001010001,001011000010011011011010100111010111010001010100000110101000100010001100010010100101111001000101101111111011110001,00,001,001011000010011011,001011000 9.0589536e7
101010011011111001000110100110111100011111000000001110001110001100011000010010111011000001010000111111010111011001100010001100000010010100101010101,101010011011111001000110100110111100011111000000001110001110001100011000010010111011000001010000111111010111011001,10,101,101010011011111001,101010011 9.0590056e7
111111000001011110110110111110110000110110101100001011001010001000000011010110000101001001011011011001110001010001001010000100010000011000000010000,111111000001011110110110111110110000110110101100001011001010001000000011010110000101001001011011011001110001010001,11,111,111111000001011110,111111000 7.4711584e7
000111101001011010111010001111110001000110001110011111001100011001011010000101001010001001001000101011001110110001101010111100001000011010100111001,000111101001011010111010001111110001000110001110011111001100011001011010000101001010001001001000101011001110110001,00,000,000111101001011010,000111101 2.3192144e7
101111100001011101110010001100101101010100000100000111101100000100101111010100001110011001000100101111110101110000010010111101010010000001101111011,101111100001011101110010001100101101010100000100000111101100000100101111010100001110011001000100101111110101110000,10,101,101111100001011101,101111100 6418120.0
001100010001011101101101101100010001010010000101100101000111111101000111000100000010101101110010100101111000011001000011011111011000010100111100100,001100010001011101101101101100010001010010000101100101000111111101000111000100000010101101110010100101111000011001,00,001,001100010001011101,001100010 6567408.0
101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001000010111100011000011000100110001,101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001101100101011001110110001110100101010110000110000111001101000100000011000100001110010001000010111011011101110001000010111100010000011001100110001,001101100101011001110110001110100101010110000110000111001101000100000011000100001110010001000010111011011101110001,00,001,001101100101011001,001101100 6417096.0
001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001000010111110011000011010100110001,001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001,00,001,001101101101001010,001101101 6417096.0
101101100101011011110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001000010111100011000011001100110001,101101100101011011110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001,10,101,101101100101011011,101101100 6417096.0
001101110001111001110110001110100101010110000110000111001111000100000011000100001110010001010010111011011101110001100010111100010000011001100110001,001101110001111001110110001110100101010110000110000111001111000100000011000100001110010001010010111011011101110001,00,001,001101110001111001,001101110 6417096.0
101100110001011000110110011110100101000111000100010111001111000000000011000100001110111001000010111011101101110001000010111100010000011001100100001,101100110001011000110110011110100101000111000100010111001111000000000011000100001110111001000010111011101101110001,10,101,101100110001011000,101100110 6417096.0
001101110001111011110100001110100110000110000100000110001101000000000011000110000110110001001010111011101100110001000010111100011000010001001110001,001101110001111011110100001110100110000110000100000110001101000000000011000110000110110001001010111011101100110001,00,001,001101110001111011,001101110 6417216.0
best: 0.9822274141585573
001101110001111101110100101100100001010110000100000111000111110100000011000100001110110101110010100001111001110001100010111100010000010101110110101,001101110001111101110100101100100001010110000100000111000111110100000011000100001110110101110010100001111001110001,00,001,001101110001111101,001101110 6433840.0
101101100101111001110110001110100101010110000100000111001101000100000011000100001110011001010010111011011101110001100010111100010000011000100110001,101101100101111001110110001110100101010110000100000111001101000100000011000100001110011001010010111011011101110001,10,101,101101100101111001,101101100 6417096.0
001001100101111011110100001110100101010110000100000011001111010000000011000000001110010001011010111111101101110001000010111100010000101011101110001,001001100101111011110100001110100101010110000100000011001111010000000011000000001110010001011010111111101101110001,00,001,001001100101111011,001001100 6418240.0
001100100101011011110110011110000101010111000110010111001101000010000011000100001110011001001010111011101101110001000010111110011000011011100110001,001100100101011011110110011110000101010111000110010111001101000010000011000100001110011001001010111011101101110001,00,001,001100100101011011,001100100 6417096.0
101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001000010111100010000011001100110001,101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001101110101011001110110001110100110000110000100000110001101000100000011000100000110010001001010111011111100110001000010111100010000010001000110001,001101110101011001110110001110100110000110000100000110001101000100000011000100000110010001001010111011111100110001,00,001,001101110101011001,001101110 6417096.0
001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001000010111110011000011010100110001,001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001,00,001,001101101101001010,001101101 6417096.0
101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001000010111100010000011001100110001,101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001101101001011010110100001110000100000110000100000110001101000010000111000100001110011001001010111011111101110001000010111100011000010001000110001,001101101001011010110100001110000100000110000100000110001101000010000111000100001110011001001010111011111101110001,00,001,001101101001011010,001101101 6417216.0
100100110011001101000111001100000101010110101110000100011110111100000010101000000110011011010010110011101000111001101111110001110000001101101000111,100100110011001101000111001100000101010110101110000100011110111100000010101000000110011011010010110011101000111001,10,100,100100110011001101,100100110 2.3661112e7
000100101101000111000010111111100100000111010010000111001111000000000011000110001110011101111010101011000100010111000011111011011100111111100111000,000100101101000111000010111111100100000111010010000111001111000000000011000110001110011101111010101011000100010111,00,000,000100101101000111,000100101 6549632.0
001101100100001101100110001010000101110111000000101001001111011110110101000100011110101001011110111101011101111101100010111000010000001011100110001,001101100100001101100110001010000101110111000000101001001111011110110101000100011110101001011110111101011101111101,00,001,001101100100001101,001101100 6418640.0
001101111000111100111000001011100100111110110100000111000000110101100111001000011110010100010110111001101001111001101010111110011001100010100110000,001101111000111100111000001011100100111110110100000111000000110101100111001000011110010100010110111001101001111001,00,001,001101111000111100,001101111 6423640.0
001100100011001011111110011111101101010111011101010111011101100000100011001100000010111110001010011111001101010000000110101100000000110001011111000,001100100011001011111110011111101101010111011101010111011101100000100011001100000010111110001010011111001101010000,00,001,001100100011001011,001100100 2.7408984e7
001101111101111001110110010110001101010100010001010110101101000110011001001101101110010000011000111010001100110001000110111010111100011010110110111,001101111101111001110110010110001101010100010001010110101101000110011001001101101110010000011000111010001100110001,00,001,001101111101111001,001101111 6417096.0
101101100101011001110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001000010111100010000011001100110001,101101100101011001110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001,10,101,101101100101011001,101101100 6417096.0
101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001000010111100010000011001100110001,101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001100101101001010010110011110000101000111000110010111001101000010000011000100001110111001001010111011101101110001000010111110011000011011100110001,001100101101001010010110011110000101000111000110010111001101000010000011000100001110111001001010111011101101110001,00,001,001100101101001010,001100101 6417096.0
001101101101011011010110101110100101010111000110000110001101001110000111000100001110010001000010111011111101110001000010111100011000011010100110001,001101101101011011010110101110100101010111000110000110001101001110000111000100001110010001000010111011111101110001,00,001,001101101101011011,001101101 6417096.0
101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001000010111100011000011000100110001,101101100101011011110110101110100101010110000100000111001101000100000011000100001110011001001010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001101100101011001110110001110100101010110000110000111001101000100000011000100001110010001000010111011011101110001000010111100010000011001100110001,001101100101011001110110001110100101010110000110000111001101000100000011000100001110010001000010111011011101110001,00,001,001101100101011001,001101100 6417096.0
001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001000010111110011000011010100110001,001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001,00,001,001101101101001010,001101101 6417096.0
best: 0.9822274141585573
101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001000010111100011000011000100110001,101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001101101101011010110110001110000101010110000100000110001101000010000011000100001110011001001010111011101101110001000010111100011000010001000110001,001101101101011010110110001110000101010110000100000110001101000010000011000100001110011001001010111011101101110001,00,001,001101101101011010,001101101 6417096.0
001001100101011011110100001110100101010110000100000010001101010000000011000100000110010001011010111111111100110001000010111100010000010011000110001,001001100101011011110100001110100101010110000100000010001101010000000011000100000110010001011010111111111100110001,00,001,001001100101011011,001001100 6418240.0
101101100101001010010110011110000101000110000100000111001101000000000011000100001110011001011010111011101101110001100010111100010000011011100110001,101101100101001010010110011110000101000110000100000111001101000000000011000100001110011001011010111011101101110001,10,101,101101100101001010,101101100 6417096.0
101101100101011011110110100110001101010110000101010110101101000110011001001100001110010000001000111011111100110001000110111100111100011000100110001,101101100101011011110110100110001101010110000101010110101101000110011001001100001110010000001000111011111100110001,10,101,101101100101011011,101101100 6417096.0
001101101100111011011100101110100101111111110110000111000001001100100111001000011110010001010110111001101101110001101010111110011000111010100110001,001101101100111011011100101110100101111111110110000111000001001100100111001000011110010001010110111001101101110001,00,001,001101101100111011,001101101 6423640.0
001101111101111000010110010110001101010101000010010111001101000110000011001100001110110001001010111011101100110001000110111010011100011010100110101,001101111101111000010110010110001101010101000010010111001101000110000011001100001110110001001010111011101100110001,00,001,001101111101111000,001101111 6417096.0
101101100101011011110110001110000101010111000110000111001101000000000011000100001110011001000010111011111101110001000010111110011000011001100110001,101101100101011011110110001110000101010111000110000111001101000000000011000100001110011001000010111011111101110001,10,101,101101100101011011,101101100 6417096.0
101101100101011011110110101110100101010110000110000111001101000100000011000100001110011001000010111011111101110001100010111100010000011001100110001,101101100101011011110110101110100101010110000110000111001101000100000011000100001110011001000010111011111101110001,10,101,101101100101011011,101101100 6417096.0
111100000001101010010101011101001001100100001110000011000101101111001010100110001010100101100010101001101111110000100010111110110010001110101110000,111100000001101010010101011101001001100100001110000011000101101111001010100110001010100101100010101001101111110000,11,111,111100000001101010,111100000 2.3174616e7
101100100110111011110101100010110000100110110111000110001111101110010111100101100110100001000010011011011100100101110010011000111010010010100110001,101100100110111011110101100010110000100110110111000110001111101110010111100101100110100001000010011011011100100101,10,101,101100100110111011,101100100 6648448.0
101101000101011010111110010000010101110100000100001111111000110100110000110101001100011000010010001010111011101011100010111110011000001000100101000,101101000101011010111110010000010101110100000100001111111000110100110000110101001100011000010010001010111011101011,10,101,101101000101011010,101101000 6417096.0
001101001101100011010110111111010111010111010110101101001011111111010100001010001110011001011010011000111100010001000110110010011001001010110110101,001101001101100011010110111111010111010111010110101101001011111111010100001010001110011001011010011000111100010001,00,001,001101001101100011,001101001 6547736.0
101101101111011101110101000110001111000011001000101011000101011100100101000011000100111001001111101001111011110011000110011100110110001010110011001,101101101111011101110101000110001111000011001000101011000101011100100101000011000100111001001111101001111011110011,10,101,101101101111011101,101101101 2.3565096e7
110101011101011011110100101011100101011110010110100111011010010000110010000001001001110001000010100011111001100001010011110100011001110101100111010,110101011101011011110100101011100101011110010110100111011010010000110010000001001001110001000010100011111001100001,11,110,110101011101011011,110101011 7.4970232e7
101101100101111001110110001110100101010110000100000111001101000100000011000100001110011001010010111011011101110001100010111100010000011000100110001,101101100101111001110110001110100101010110000100000111001101000100000011000100001110011001010010111011011101110001,10,101,101101100101111001,101101100 6417096.0
