Optimizing /h/ywang30/nofib/real/pic
00010100110000001,00010,00010100,00010,0001010011000000100001100010110101100,,0001010011000000100001100010110101100001110110000110010000,000101001100000010000110001011010110000111011000011,000101001100000010000110001011010110000111011 2632448.0
00010111111100011,00010,00010111,00010,0001011111110001100101100010100100000,,0001011111110001100101100010100100000001100110000010100000,000101111111000110010110001010010000000110011000001,000101111111000110010110001010010000000110011 2849328.0
00010100001000001,00010,00010100,00010,0001010000100000100001000011100001110,,0001010000100000100001000011100001110000100100000110000001,000101000010000010000100001110000111000010010000011,000101000010000010000100001110000111000010010 2711440.0
00010110111000001,00010,00010110,00010,0001011011100000100001100010010101100,,0001011011100000100001100010010101100000110100000010000000,000101101110000010000110001001010110000011010000001,000101101110000010000110001001010110000011010 2657784.0
00010111010100000,00010,00010111,00010,0001011101010000000001100010010101100,,0001011101010000000001100010010101100000100100000010000000,000101110101000000000110001001010110000010010000001,000101110101000000000110001001010110000010010 2675296.0
00010111010100000,00010,00010111,00010,0001011101010000000001101010000101000,,0001011101010000000001101010000101000000100100000010000000,000101110101000000000110101000010100000010010000001,000101110101000000000110101000010100000010010 2675296.0
00010111010000000,00010,00010111,00010,0001011101000000000001101010000001110,,0001011101000000000001101010000001110000100100100110000001,000101110100000000000110101000000111000010010010011,000101110100000000000110101000000111000010010 2675320.0
00010110111100001,00010,00010110,00010,0001011011110000100001000010011101100,,0001011011110000100001000010011101100000110100000010000000,000101101111000010000100001001110110000011010000001,000101101111000010000100001001110110000011010 2657848.0
10110010110000000,10110,10110010,10110,1011001011000000000101100001000100110,,1011001011000000000101100001000100110101011111001100010110,101100101100000000010110000100010011010101111100110,101100101100000000010110000100010011010101111 3520784.0
00000001001101111,00000,00000001,00000,0000000100110111100000000011101111011,,0000000100110111100000000011101111011100010001110110000000,000000010011011110000000001110111101110001000111011,000000010011011110000000001110111101110001000 3243496.0
10010100000000011,10010,10010100,10010,1001010000000001100001001100111001000,,1001010000000001100001001100111001000001111100000110110011,100101000000000110000100110011100100000111110000011,100101000000000110000100110011100100000111110 3003480.0
00010000001100010,00010,00010000,00010,0001000000110001001011100010110001110,,0001000000110001001011100010110001110101100000100110011100,000100000011000100101110001011000111010110000010011,000100000011000100101110001011000111010110000 3356880.0
01000111111001110,01000,01000111,01000,0100011111100111000011100011100001000,,0100011111100111000011100011100001000000001111011010100101,010001111110011100001110001110000100000000111101101,010001111110011100001110001110000100000000111 3244680.0
10001111111100000,10001,10001111,10001,1000111111110000001001100011100010011,,1000111111110000001001100011100010011001000111001010000000,100011111111000000100110001110001001100100011100101,100011111111000000100110001110001001100100011 3455336.0
00010110110000001,00010,00010110,00010,0001011011000000100001000010011101100,,0001011011000000100001000010011101100000110110000010000000,000101101100000010000100001001110110000011011000001,000101101100000010000100001001110110000011011 2622760.0
00000111111100011,00000,00000111,00000,0000011111110001100001100010100000101,,0000011111110001100001100010100000101001000011011010100000,000001111111000110000110001010000010100100001101101,000001111111000110000110001010000010100100001 2669064.0
00010111111100001,00010,00010111,00010,0001011111110000100001000010010101100,,0001011111110000100001000010010101100000110100000010000000,000101111111000010000100001001010110000011010000001,000101111111000010000100001001010110000011010 2673896.0
00010111010100000,00010,00010111,00010,0001011101010000000001101010000101000,,0001011101010000000001101010000101000000100100100110000000,000101110101000000000110101000010100000010010010011,000101110101000000000110101000010100000010010 2675296.0
00010110000000001,00010,00010110,00010,0001011000000000100101100010011101110,,0001011000000000100101100010011101110000100110000010000000,000101100000000010010110001001110111000010011000001,000101100000000010010110001001110111000010011 2776920.0
00010100000000001,00010,00010100,00010,0001010000000000100011001011100001110,,0001010000000000100011001011100001110001100100000110000001,000101000000000010001100101110000111000110010000011,000101000000000010001100101110000111000110010 2826920.0
00010111010100001,00010,00010111,00010,0001011101010000100101100010010101010,,0001011101010000100101100010010101010000100110000110000000,000101110101000010010110001001010101000010011000011,000101110101000010010110001001010101000010011 2838248.0
best: 0.7496495789230583
00010111010100001,00010,00010111,00010,0001011101010000100001001010010101000,,0001011101010000100001001010010101000000100110100110000000,000101110101000010000100101001010100000010011010011,000101110101000010000100101001010100000010011 2639968.0
00010110111100001,00010,00010110,00010,0001011011110000100001000010011101100,,0001011011110000100001000010011101100000110100000010000000,000101101111000010000100001001110110000011010000001,000101101111000010000100001001110110000011010 2657848.0
00010110110000001,00010,00010110,00010,0001011011000000100001100010010101100,,0001011011000000100001100010010101100000110100000010000000,000101101100000010000110001001010110000011010000001,000101101100000010000110001001010110000011010 2658088.0
00010110111000001,00010,00010110,00010,0001011011100000100101100010110100000,,0001011011100000100101100010110100000001110110000110010000,000101101110000010010110001011010000000111011000011,000101101110000010010110001011010000000111011 2831560.0
00010111111100011,00010,00010111,00010,0001011111110001100101100010100100100,,0001011111110001100101100010100100100001110110000010100000,000101111111000110010110001010010010000111011000001,000101111111000110010110001010010010000111011 2849328.0
00010110111100001,00010,00010110,00010,0001011011110000100001000010011101100,,0001011011110000100001000010011101100000110100000010000000,000101101111000010000100001001110110000011010000001,000101101111000010000100001001110110000011010 2657848.0
00010110001100001,00010,00010110,00010,0001011000110000100001000011000001110,,0001011000110000100001000011000001110000100100000010000001,000101100011000010000100001100000111000010010000001,000101100011000010000100001100000111000010010 2654728.0
00010110111000001,00010,00010110,00010,0001011011100000100001000010011101100,,0001011011100000100001000010011101100000110100000010000000,000101101110000010000100001001110110000011010000001,000101101110000010000100001001110110000011010 2657784.0
00010110100001001,00010,00010110,00010,0001011010000100100011000011000001100,,0001011010000100100011000011000001100000110110000010000000,000101101000010010001100001100000110000011011000001,000101101000010010001100001100000110000011011 3111032.0
00000111110000000,00000,00000111,00000,0000011111000000000001100011100001100,,0000011111000000000001100011100001100000110100001011000010,000001111100000000000110001110000110000011010000101,000001111100000000000110001110000110000011010 2882808.0
10010110110010001,10010,10010110,10010,1001011011001000100101111011000000000,,1001011011001000100101111011000000000010111000000110010000,100101101100100010010111101100000000001011100000011,100101101100100010010111101100000000001011100 3372040.0
00010110000010011,00010,00010110,00010,0001011000001001111101100101111111101,,0001011000001001111101100101111111101010110100010000111001,000101100000100111110110010111111110101011010001000,000101100000100111110110010111111110101011010 6997296.0
10000110011000011,10000,10000110,10000,1000011001100001100001010111100001100,,1000011001100001100001010111100001100000100000100100100011,100001100110000110000101011110000110000010000010010,100001100110000110000101011110000110000010000 3238568.0
01010101111000001,01010,01010101,01010,0101010111100000110000011011010101100,,0101010111100000110000011011010101100000111010000010110000,010101011110000011000001101101010110000011101000001,010101011110000011000001101101010110000011101 6997296.0
00011110110001001,00011,00011110,00011,0001111011000100110111000010100001110,,0001111011000100110111000010100001110001100100000111000000,000111101100010011011100001010000111000110010000011,000111101100010011011100001010000111000110010 6997296.0
00010110110000001,00010,00010110,00010,0001011011000000100001000010011101100,,0001011011000000100001000010011101100000110110000010000000,000101101100000010000100001001110110000011011000001,000101101100000010000100001001110110000011011 2622760.0
00010100110000001,00010,00010100,00010,0001010011000000100001100010110101100,,0001010011000000100001100010110101100001110110000110010000,000101001100000010000110001011010110000111011000011,000101001100000010000110001011010110000111011 2632448.0
00010110111000001,00010,00010110,00010,0001011011100000100001100010010101100,,0001011011100000100001100010010101100000110100000010000000,000101101110000010000110001001010110000011010000001,000101101110000010000110001001010110000011010 2657784.0
00010110111100001,00010,00010110,00010,0001011011110000100001000010011101100,,0001011011110000100001000010011101100000110100000010000000,000101101111000010000100001001110110000011010000001,000101101111000010000100001001110110000011010 2657848.0
00000111111100011,00000,00000111,00000,0000011111110001100001100010100000101,,0000011111110001100001100010100000101001000011011010100000,000001111111000110000110001010000010100100001101101,000001111111000110000110001010000010100100001 2669064.0
00010111111100001,00010,00010111,00010,0001011111110000100001000010010101100,,0001011111110000100001000010010101100000110100000010000000,000101111111000010000100001001010110000011010000001,000101111111000010000100001001010110000011010 2673896.0
00010111010100000,00010,00010111,00010,0001011101010000000001100010010101100,,0001011101010000000001100010010101100000100100000010000000,000101110101000000000110001001010110000010010000001,000101110101000000000110001001010110000010010 2675296.0
best: 0.7496495789230583
00010110111000001,00010,00010110,00010,0001011011100000100001000010011101100,,0001011011100000100001000010011101100000110100000010000000,000101101110000010000100001001110110000011010000001,000101101110000010000100001001110110000011010 2657784.0
00010111110100001,00010,00010111,00010,0001011111010000100001000010010101100,,0001011111010000100001000010010101100000100100000010000000,000101111101000010000100001001010110000010010000001,000101111101000010000100001001010110000010010 2674200.0
00001111110001000,00001,00001111,00001,0000111111000100000001000011100001110,,0000111111000100000001000011100001110000110100000011000000,000011111100010000000100001110000111000011010000001,000011111100010000000100001110000111000011010 4219432.0
00010110101000001,00010,00010110,00010,0001011010100000100001000010010101100,,0001011010100000100001000010010101100000110100000010000001,000101101010000010000100001001010110000011010000001,000101101010000010000100001001010110000011010 2657632.0
00010110001100001,00010,00010110,00010,0001011000110000100001000011000001100,,0001011000110000100001000011000001100000110100000110010001,000101100011000010000100001100000110000011010000011,000101100011000010000100001100000110000011010 2654728.0
00010110100001000,00010,00010110,00010,0001011010000100000001100011000001100,,0001011010000100000001100011000001100000110100001011000000,000101101000010000000110001100000110000011010000101,000101101000010000000110001100000110000011010 3216088.0
10010100110000001,10010,10010100,10010,1001010011000000100101110010000000100,,1001010011000000100101110010000000100011111100000110010000,100101001100000010010111001000000010001111110000011,100101001100000010010111001000000010001111110 3088968.0
00010110011100001,00010,00010110,00010,0001011001110000100001000011011001110,,0001011001110000100001000011011001110000100100000010000000,000101100111000010000100001101100111000010010000001,000101100111000010000100001101100111000010010 2654944.0
00010110110100001,00010,00010110,00010,0001011011010000100001000010010101000,,0001011011010000100001000010010101000000100100100110000000,000101101101000010000100001001010100000010010010011,000101101101000010000100001001010100000010010 2658152.0
00100111110100001,00100,00100111,00100,0010011111010000100100100100110101100,,0010011111010000100100100100110101100000010000101001001010,001001111101000010010010010011010110000001000010100,001001111101000010010010010011010110000001000 3608616.0
00001111101110001,00001,00001111,00001,0000111110111000100101101000011010110,,0000111110111000100101101000011010110010110101000010000010,000011111011100010010110100001101011001011010100001,000011111011100010010110100001101011001011010 4192008.0
01011100101000011,01011,01011100,01011,0101110010100001110001100110010000111,,0101110010100001110001100110010000111000111110000001000001,010111001010000111000110011001000011100011111000000,010111001010000111000110011001000011100011111 6997296.0
10111110001000001,10111,10111110,10111,1011111000100000110010101010000000100,,1011111000100000110010101010000000100100110110100100000000,101111100010000011001010101000000010010011011010010,101111100010000011001010101000000010010011011 6997296.0
10011110101000011,10011,10011110,10011,1001111010100001100000100010110111100,,1001111010100001100000100010110111100000010100100010001000,100111101010000110000010001011011110000001010010001,100111101010000110000010001011011110000001010 3450232.0
10010100100000010,10010,10010100,10010,1001010010000001000111010010110001100,,1001010010000001000111010010110001100001110100011010100010,100101001000000100011101001011000110000111010001101,100101001000000100011101001011000110000111010 3363872.0
00010110110000001,00010,00010110,00010,0001011011000000100001000010011101100,,0001011011000000100001000010011101100000110110000010000000,000101101100000010000100001001110110000011011000001,000101101100000010000100001001110110000011011 2622760.0
00010100110000001,00010,00010100,00010,0001010011000000100001100010110101100,,0001010011000000100001100010110101100001110110000110010000,000101001100000010000110001011010110000111011000011,000101001100000010000110001011010110000111011 2632448.0
00010111010100001,00010,00010111,00010,0001011101010000100001001010010101000,,0001011101010000100001001010010101000000100110100110000000,000101110101000010000100101001010100000010011010011,000101110101000010000100101001010100000010011 2639968.0
00010110001100001,00010,00010110,00010,0001011000110000100001000011000001110,,0001011000110000100001000011000001110000100100000010000001,000101100011000010000100001100000111000010010000001,000101100011000010000100001100000111000010010 2654728.0
00010110111000001,00010,00010110,00010,0001011011100000100001000010011101100,,0001011011100000100001000010011101100000110100000010000000,000101101110000010000100001001110110000011010000001,000101101110000010000100001001110110000011010 2657784.0
00010110111000001,00010,00010110,00010,0001011011100000100001100010010101100,,0001011011100000100001100010010101100000110100000010000000,000101101110000010000110001001010110000011010000001,000101101110000010000110001001010110000011010 2657784.0
00010110111100001,00010,00010110,00010,0001011011110000100001000010011101100,,0001011011110000100001000010011101100000110100000010000000,000101101111000010000100001001110110000011010000001,000101101111000010000100001001110110000011010 2657848.0
best: 0.7496495789230583
10010110100000010,10010,10010110,10010,1001011010000001000001000010111101100,,1001011010000001000001000010111101100000110100000010000010,100101101000000100000100001011110110000011010000001,100101101000000100000100001011110110000011010 2988272.0
00010110110000001,00010,00010110,00010,0001011011000000100001000010011101100,,0001011011000000100001000010011101100000110110000010000000,000101101100000010000100001001110110000011011000001,000101101100000010000100001001110110000011011 2622760.0
00010110110001000,00010,00010110,00010,0001011011000100000001100010001101100,,0001011011000100000001100010001101100000110100000011000000,000101101100010000000110001000110110000011010000001,000101101100010000000110001000110110000011010 3218472.0
00010110101100001,00010,00010110,00010,0001011010110000100001000010010101100,,0001011010110000100001000010010101100000110110000110010000,000101101011000010000100001001010110000011011000011,000101101011000010000100001001010110000011011 2622352.0
00010110101000001,00010,00010110,00010,0001011010100000100001000010010101100,,0001011010100000100001000010010101100000110100000010000001,000101101010000010000100001001010110000011010000001,000101101010000010000100001001010110000011010 2657632.0
00010110111000001,00010,00010110,00010,0001011011100000100001000010011101100,,0001011011100000100001000010011101100000110100000010000000,000101101110000010000100001001110110000011010000001,000101101110000010000100001001110110000011010 2657784.0
00010111010100001,00010,00010111,00010,0001011101010000100001001010010101000,,0001011101010000100001001010010101000000100110100110000000,000101110101000010000100101001010100000010011010011,000101110101000010000100101001010100000010011 2639968.0
00010100110000001,00010,00010100,00010,0001010011000000100001100010010101100,,0001010011000000100001100010010101100000110100000010000001,000101001100000010000110001001010110000011010000001,000101001100000010000110001001010110000011010 2840392.0
00010111010100001,00010,00010111,00010,0001011101010000100001000010010101000,,0001011101010000100001000010010101000000110110000010000000,000101110101000010000100001001010100000011011000001,000101110101000010000100001001010100000011011 2639968.0
10110000110001011,10110,10110000,10110,1011000011000101101101110110111101100,,1011000011000101101101110110111101100101101110100010110100,101100001100010110110111011011110110010110111010001,101100001100010110110111011011110110010110111 3595400.0
00110110001100111,00110,00110110,00110,0011011000110011110100001011011001110,,0011011000110011110100001011011001110000110001000010010001,001101100011001111010000101101100111000011000100001,001101100011001111010000101101100111000011000 6997296.0
10010110001001010,10010,10010110,10010,1001011000100101000101000010001001111,,1001011000100101000101000010001001111000110101001001100001,100101100010010100010100001000100111100011010100100,100101100010010100010100001000100111100011010 3949200.0
00010110011100011,00010,00010110,00010,0001011001110001110010100011001101111,,0001011001110001110010100011001101111010111000100010000011,000101100111000111001010001100110111101011100010001,000101100111000111001010001100110111101011100 6997296.0
00010011111101001,00010,00010011,00010,0001001111110100100011100110000111010,,0001001111110100100011100110000111010100100010110110010100,000100111111010010001110011000011101010010001011011,000100111111010010001110011000011101010010001 3270928.0
10010111101110000,10010,10010111,10010,1001011110111000000001000101001011110,,1001011110111000000001000101001011110000000001010110011001,100101111011100000000100010100101111000000000101011,100101111011100000000100010100101111000000000 3232536.0
00010110110000001,00010,00010110,00010,0001011011000000100001000010011101100,,0001011011000000100001000010011101100000110110000010000000,000101101100000010000100001001110110000011011000001,000101101100000010000100001001110110000011011 2622760.0
00010100110000001,00010,00010100,00010,0001010011000000100001100010110101100,,0001010011000000100001100010110101100001110110000110010000,000101001100000010000110001011010110000111011000011,000101001100000010000110001011010110000111011 2632448.0
00010111010100001,00010,00010111,00010,0001011101010000100001001010010101000,,0001011101010000100001001010010101000000100110100110000000,000101110101000010000100101001010100000010011010011,000101110101000010000100101001010100000010011 2639968.0
00010110001100001,00010,00010110,00010,0001011000110000100001000011000001100,,0001011000110000100001000011000001100000110100000110010001,000101100011000010000100001100000110000011010000011,000101100011000010000100001100000110000011010 2654728.0
00010110001100001,00010,00010110,00010,0001011000110000100001000011000001110,,0001011000110000100001000011000001110000100100000010000001,000101100011000010000100001100000111000010010000001,000101100011000010000100001100000111000010010 2654728.0
00010110011100001,00010,00010110,00010,0001011001110000100001000011011001110,,0001011001110000100001000011011001110000100100000010000000,000101100111000010000100001101100111000010010000001,000101100111000010000100001101100111000010010 2654944.0
00010110101000001,00010,00010110,00010,0001011010100000100001000010010101100,,0001011010100000100001000010010101100000110100000010000001,000101101010000010000100001001010110000011010000001,000101101010000010000100001001010110000011010 2657632.0
best: 0.7495329624472081
00010110011100001,00010,00010110,00010,0001011001110000100001000010011101000,,0001011001110000100001000010011101000000100100000010000000,000101100111000010000100001001110100000010010000001,000101100111000010000100001001110100000010010 2657824.0
00010110001100001,00010,00010110,00010,0001011000110000100001000010010101100,,0001011000110000100001000010010101100000110110000010000000,000101100011000010000100001001010110000011011000001,000101100011000010000100001001010110000011011 2622328.0
00010110111000000,00010,00010110,00010,0001011011100000000001000010011101100,,0001011011100000000001000010011101100000110100000010000010,000101101110000000000100001001110110000011010000001,000101101110000000000100001001110110000011010 2715184.0
00010110101100001,00010,00010110,00010,0001011010110000100001000010010101100,,0001011010110000100001000010010101100000110110000010010000,000101101011000010000100001001010110000011011000001,000101101011000010000100001001010110000011011 2622352.0
00010111000100001,00010,00010111,00010,0001011100010000100001000001001111000,,0001011100010000100001000001001111000000110100010110011001,000101110001000010000100000100111100000011010001011,000101110001000010000100000100111100000011010 2671896.0
00010110000000001,00010,00010110,00010,0001011000000000100001000011001001100,,0001011000000000100001000011001001100000110100000110000010,000101100000000010000100001100100110000011010000011,000101100000000010000100001100100110000011010 2713264.0
00010100100000001,00010,00010100,00010,0001010010000000100001000010010101100,,0001010010000000100001000010010101100000110110000010010000,000101001000000010000100001001010110000011011000001,000101001000000010000100001001010110000011011 2681576.0
00010111000100001,00010,00010111,00010,0001011100010000100001000010010101100,,0001011100010000100001000010010101100000110110100110000000,000101110001000010000100001001010110000011011010011,000101110001000010000100001001010110000011011 2602696.0
00010110010100001,00010,00010110,00010,0001011001010000100001001010010101000,,0001011001010000100001001010010101000000100110100010000000,000101100101000010000100101001010100000010011010001,000101100101000010000100101001010100000010011 2623920.0
11010101100110001,11010,11010101,11010,1101010110011000100001111010100110001,,1101010110011000100001111010100110001000010100100011000010,110101011001100010000111101010011000100001010010001,110101011001100010000111101010011000100001010 4084048.0
10010010100010001,10010,10010010,10010,1001001010001000101001110000000100111,,1001001010001000101001110000000100111100101000010110010001,100100101000100010100111000000010011110010100001011,100100101000100010100111000000010011110010100 3302296.0
00010100110010000,00010,00010100,00010,0001010011001000010011000101110001101,,0001010011001000010011000101110001101000010110000000001101,000101001100100001001100010111000110100001011000000,000101001100100001001100010111000110100001011 6997296.0
00010100110010101,00010,00010100,00010,0001010011001010110001000110001001000,,0001010011001010110001000110001001000000110010001000110001,000101001100101011000100011000100100000011001000100,000101001100101011000100011000100100000011001 6997296.0
00010110100100010,00010,00010110,00010,0001011010010001000001111001001011010,,0001011010010001000001111001001011010101110111001001000011,000101101001000100000111100100101101010111011100100,000101101001000100000111100100101101010111011 3077568.0
01110111010000001,01110,01110111,01110,0111011101000000100001000011100101100,,0111011101000000100001000011100101100011110010001110010101,011101110100000010000100001110010110001111001000111,011101110100000010000100001110010110001111001 2610904.0
00010110101100001,00010,00010110,00010,0001011010110000100001000010010101100,,0001011010110000100001000010010101100000110110000110010000,000101101011000010000100001001010110000011011000011,000101101011000010000100001001010110000011011 2622352.0
00010110110000001,00010,00010110,00010,0001011011000000100001000010011101100,,0001011011000000100001000010011101100000110110000010000000,000101101100000010000100001001110110000011011000001,000101101100000010000100001001110110000011011 2622760.0
00010100110000001,00010,00010100,00010,0001010011000000100001100010110101100,,0001010011000000100001100010110101100001110110000110010000,000101001100000010000110001011010110000111011000011,000101001100000010000110001011010110000111011 2632448.0
00010111010100001,00010,00010111,00010,0001011101010000100001001010010101000,,0001011101010000100001001010010101000000100110100110000000,000101110101000010000100101001010100000010011010011,000101110101000010000100101001010100000010011 2639968.0
00010111010100001,00010,00010111,00010,0001011101010000100001000010010101000,,0001011101010000100001000010010101000000110110000010000000,000101110101000010000100001001010100000011011000001,000101110101000010000100001001010100000011011 2639968.0
00010110001100001,00010,00010110,00010,0001011000110000100001000011000001100,,0001011000110000100001000011000001100000110100000110010001,000101100011000010000100001100000110000011010000011,000101100011000010000100001100000110000011010 2654728.0
00010110001100001,00010,00010110,00010,0001011000110000100001000011000001110,,0001011000110000100001000011000001110000100100000010000001,000101100011000010000100001100000111000010010000001,000101100011000010000100001100000111000010010 2654728.0
best: 0.7439147922283121
00010110001100001,00010,00010110,00010,0001011000110000100001000010010101000,,0001011000110000100001000010010101000000100110100010000000,000101100011000010000100001001010100000010011010001,000101100011000010000100001001010100000010011 2622328.0
00010110001100001,00010,00010110,00010,0001011000110000100001000010010101100,,0001011000110000100001000010010101100000110110000110000000,000101100011000010000100001001010110000011011000011,000101100011000010000100001001010110000011011 2622328.0
00010110100100001,00010,00010110,00010,0001011010010000100001001010010101100,,0001011010010000100001001010010101100000100110100010000000,000101101001000010000100101001010110000010011010001,000101101001000010000100101001010110000010011 2585792.0
01110111010100001,01110,01110111,01110,0111011101010000100001000010010101000,,0111011101010000100001000010010101000001110010001010010100,011101110101000010000100001001010100000111001000101,011101110101000010000100001001010100000111001 2586680.0
00010110110000001,00010,00010110,00010,0001011011000000100001000010010101100,,0001011011000000100001000010010101100000110110000010010000,000101101100000010000100001001010110000011011000001,000101101100000010000100001001010110000011011 2622760.0
00010111111000001,00010,00010111,00010,0001011111100000100001000010010101000,,0001011111100000100001000010010101000000110110000010000000,000101111110000010000100001001010100000011011000001,000101111110000010000100001001010100000011011 2638504.0
00010111000100001,00010,00010111,00010,0001011100010000100001000010000101100,,0001011100010000100001000010000101100000110100100110010001,000101110001000010000100001000010110000011010010011,000101110001000010000100001000010110000011010 2674912.0
00010110011100001,00010,00010110,00010,0001011001110000100001001010010101100,,0001011001110000100001001010010101100000100110000010000000,000101100111000010000100101001010110000010011000001,000101100111000010000100101001010110000010011 2622496.0
00010110011100001,00010,00010110,00010,0001011001110000100001000010011101100,,0001011001110000100001000010011101100000110110000010010000,000101100111000010000100001001110110000011011000001,000101100111000010000100001001110110000011011 2622496.0
00000100001110001,00000,00000100,00000,0000010000111000110001000011000101011,,0000010000111000110001000011000101011000101100000000000000,000001000011100011000100001100010101100010110000000,000001000011100011000100001100010101100010110 6997296.0
00010100011010101,00010,00010100,00010,0001010001101010100011100111000101100,,0001010001101010100011100111000101100100100111001110011001,000101000110101010001110011100010110010010011100111,000101000110101010001110011100010110010010011 3173056.0
00010110010001100,00010,00010110,00010,0001011001000110001001000110011101000,,0001011001000110001001000110011101000001100111101111000000,000101100100011000100100011001110100000110011110111,000101100100011000100100011001110100000110011 3303048.0
00100110101100001,00100,00100110,00100,0010011010110000100001110000010111110,,0010011010110000100001110000010111110001110110000010010010,001001101011000010000111000001011111000111011000001,001001101011000010000111000001011111000111011 2694088.0
00010110010100010,00010,00010110,00010,0001011001010001011101111110010001110,,0001011001010001011101111110010001110010101000000110010011,000101100101000101110111111001000111001010100000011,000101100101000101110111111001000111001010100 6997296.0
10100101011100101,10100,10100101,10100,1010010101110010110001100110011010000,,1010010101110010110001100110011010000011110010011010011000,101001010111001011000110011001101000001111001001101,101001010111001011000110011001101000001111001 6997296.0
00010111000100001,00010,00010111,00010,0001011100010000100001000010010101100,,0001011100010000100001000010010101100000110110100110000000,000101110001000010000100001001010110000011011010011,000101110001000010000100001001010110000011011 2602696.0
01110111010000001,01110,01110111,01110,0111011101000000100001000011100101100,,0111011101000000100001000011100101100011110010001110010101,011101110100000010000100001110010110001111001000111,011101110100000010000100001110010110001111001 2610904.0
00010110001100001,00010,00010110,00010,0001011000110000100001000010010101100,,0001011000110000100001000010010101100000110110000010000000,000101100011000010000100001001010110000011011000001,000101100011000010000100001001010110000011011 2622328.0
00010110101100001,00010,00010110,00010,0001011010110000100001000010010101100,,0001011010110000100001000010010101100000110110000010010000,000101101011000010000100001001010110000011011000001,000101101011000010000100001001010110000011011 2622352.0
00010110101100001,00010,00010110,00010,0001011010110000100001000010010101100,,0001011010110000100001000010010101100000110110000110010000,000101101011000010000100001001010110000011011000011,000101101011000010000100001001010110000011011 2622352.0
00010110110000001,00010,00010110,00010,0001011011000000100001000010011101100,,0001011011000000100001000010011101100000110110000010000000,000101101100000010000100001001110110000011011000001,000101101100000010000100001001110110000011011 2622760.0
00010110010100001,00010,00010110,00010,0001011001010000100001001010010101000,,0001011001010000100001001010010101000000100110100010000000,000101100101000010000100101001010100000010011010001,000101100101000010000100101001010100000010011 2623920.0
best: 0.739083211572013
done evolving!
"all is well:)"
>>>>>>>>>>>>>>FINISH OPTIMIZATION>>>>>>>>>>>>>>>
2045.39user 840.80system 1:10:26elapsed 68%CPU (0avgtext+0avgdata 105392maxresident)k
1200848inputs+1966928outputs (567major+127351525minor)pagefaults 0swaps
