Optimizing /h/ywang30/nofib/spectral/cse
1100100000001001010100001011010110011101101011101000000100001101110010100010111000010111000100010000011011011100000010001101001000010101110100010,110010000000100101010000101101011001110110101110100000010000110111001010001 1224144.0
best: 0.9771608961824061
1100101100011010010010111011011111001111111000000100000110001101000010000010111100100001100100000001110011010101000011000110000000101011011100011,110010110001101001001011101101111100111111100000010000011000110100001000001 1223232.0
1000100100010010010110111010010111101111111010010100000110001111001010100010100100100011101100000001010011010101000111000100010000101001001100111,100010010001001001011011101001011110111111101001010000011000111100101010001 1223408.0
0000100000110110010100111011010101001111011010110100000110100111001010110010000101101011001110000000000011010101010111000100010001101000001100111,000010000011011001010011101101010100111101101011010000011010011100101011001 1228696.0
0000101000010110011111011010010000101110010000000100000000000111001001011000100000101011100100000001111000010101110110000110010001101010001100000,000010100001011001111101101001000010111001000000010000000000011100100101100 1235496.0
1110101100010110011101011010010100111100010000000100010000100111001001011011100000110111100001000101011000011101110011000100100101101010011110000,111010110001011001110101101001010011110001000000010001000010011100100101101 1223840.0
1100101100010010010100111011010111001111111010010100000011001101001010100010100100111001101100010001011011010100000011000101010001001001011100011,110010110001001001010011101101011100111111101001010000001100110100101010001 1224272.0
1100100100010010011110111010010111101111110010000100010100000101000001010010100100100011101100000001010011010101000111000111110010101001001100011,110010010001001001111011101001011110111111001000010001010000010100000101001 1224064.0
1000100100000010010010111010010100101111111010010100010010001111001010100010110000000011101100000001110011010101000111000110010000101010001100111,100010010000001001001011101001010010111111101001010001001000111100101010001 1223296.0
0000101100000110010000011010010100001110111000000101010010100111001010100011111000000011001100000001111010010101010111000110110000101000001100011,000010110000011001000001101001010000111011100000010101001010011100101010001 1223552.0
1111101110100110010100001110100010111100101010001100001100101111000010010100001110010111101011011000001110010100111001001111100100100101000110110,111110111010011001010000111010001011110010101000110000110010111100001001010 1232120.0
0100101000110010010000000010101010101101110110000001010011000111001010110000101100111011100100010001110010101100001011011101010001000101000100010,010010100011001001000000001010101010110111011000000101001100011100101011000 1224176.0
0010101100011011000001111101110110110100100010000110101111011111000000011110110000101010101100010001010000100101110011010110000110100011001101110,001010110001101100000111110111011011010010001000011010111101111100000001111 1224576.0
1011100101010111011101001110010100011110110100100111110010100111110000000001000111110100100100000101101001010001100111100011010000001010001111001,101110010101011101110100111001010001111011010010011111001010011111000000000 1225008.0
1010100000100110000000010011010100111100111100000100111010100111100100100100110010001001111101000101100010101000011010000011111110100010100110000,101010000010011000000001001101010011110011110000010011101010011110010010010 1232616.0
1100000111110110001000111111010111001110110010000100010101101101000101000011101100001011111100000011000011110100100111010111100011010000100101001,110000011111011000100011111101011100111011001000010001010110110100010100001 1225912.0
1000100100000010010010111010010100101110111000010100010010001111001010100010111000000010000100000001110010010101000111010110100000101010001100111,100010010000001001001011101001010010111011100001010001001000111100101010001 1223296.0
1000100100010010010110111010010111101111111010010100000110001111001010100010100100100011101100000001010011010101000111000100010000101001001100111,100010010001001001011011101001011110111111101001010000011000111100101010001 1223408.0
1100100000011000011100011010110110011011101010000100000001000101001010100011100000011111001100000001111011011100010001001100110001011001011101010,110010000001100001110001101011011001101110101000010000000100010100101010001 1223568.0
1110101000110110010001001010010100111100110010000100001010100111001000010100100010101111101001000101111000011111010010000110100100100010001110000,111010100011011001000100101001010011110011001000010000101010011100100001010 1223824.0
0110101100010010011001011010010100111100110010010100011110100111001000010100110000101011101001000001011000011111010111010110100100100010001101110,011010110001001001100101101001010011110011001001010001111010011100100001010 1223840.0
0010101100010110011101011010010100001110110000000101010000100111001000010011100010100111101100000001011000010101010011000110110100101000001110011,001010110001011001110101101001010000111011000000010101000010011100100001001 1223856.0
1100101100010010011110111110010111001111110010000101010100000101000001010011100000100001101100000001010011010100000111000111110011101000001101011,110010110001001001111011111001011100111111001000010101010000010100000101001 1223856.0
best: 0.9771097733982592
1000100100000010010000111011010111101111111010010100000011001101001010100010100000000001101100000001110011010101000011000100010001101001011100011,100010010000001001000011101101011110111111101001010000001100110100101010001 1223904.0
1100101100010010010011011010010100001100110010000101000110100101000001010111100000101111101000000001110001010100000011000111100000101010001100000,110010110001001001001101101001010000110011001000010100011010010100000101011 1224368.0
1111000101110111011100101110010110001110110000000111010001100101010101000001101100001111110100000101100011010101100111100111100001000010000101001,111100010111011101110010111001011000111011000000011101000110010101010100000 1227120.0
1100100000010010011100111010110111011111101010000100010000000101000010100010100100000011001100000001011011011100000101000101110011101001001101011,110010000001001001110011101011011101111110101000010001000000010100001010001 1223168.0
1010101100010110011111011010010101101110011000010100000110100111001010111010100000100011100001000001011001011101010111000100100100101001001100010,101010110001011001111101101001010110111001100001010000011010011100101011101 1223424.0
0000101100000110010000011010010100001110111000000101010010100111001010100011111000000011001100000001111010010101010111000110110000101000001100011,000010110000011001000001101001010000111011100000010101001010011100101010001 1223552.0
0000100100110010010000001010100010101101110010010000010111000111001010100000100100101011101100010001010011000101001011010100010000101101001100111,000010010011001001000000101010001010110111001001000001011100011100101010000 1223936.0
1100100100011010011100111010010110011111101010000100000011000101001010100011100000111101001100010001011011010100000011001100010001011001011101010,110010010001101001110011101001011001111110101000010000001100010100101010001 1224304.0
1100101000011010010010011010011110011100111010000100001110100111000010000010110010101111101001000101110010010101010010000110000100100011011110001,110010100001101001001001101001111001110011101000010000111010011100001000001 1223072.0
1110000111100110101101111000000011001110010110100110011101011011000111000111001110011010101110100101110110110100000011100010100101000000100100001,111000011110011010110111100000001100111001011010011001110101101100011100011 1233784.0
1111001111111110111001010000011011101110000001000100010010110101001011111110000111100001100001100001011010110101110011000000000001001010111010001,111100111111111011100101000001101110111000000100010001001011010100101111111 1223536.0
1000001001011001001100011110110011000011100000000111000000110110001010100111000010101011001000011101011000010100010011000010110011011001010100010,100000100101100100110001111011001100001110000000011100000011011000101010011 1239040.0
0110000011011000001111010010100011011111101000100010000001010010011100110011110001011011001100100001110111101100011011001100110101011001111101000,011000001101100000111101001010001101111110100010001000000101001001110011001 1244552.0
0100000001011001011101011010010100011011001010100100001001010101000001100111100000011101001101100100110001011100000101001100100001111111011111000,010000000101100101110101101001010001101100101010010000100101010100000110011 1225840.0
1000101001110111110010001011110001001110011010101100100100101001011111100010000100100110000110000010100010001111011111010100000001101000001001010,100010100111011111001000101111000100111001101010110010010010100101111110001 1228816.0
1100101100011010010010111011011111001111111000000100000110001101000010000010111100100001100100000001110011010101000011000110000000101011011100011,110010110001101001001011101101111100111111100000010000011000110100001000001 1223232.0
1000100100000010010010111010010100101111111010010100010010001111001010100010110000000011101100000001110011010101000111000110010000101010001100111,100010010000001001001011101001010010111111101001010001001000111100101010001 1223296.0
1000100100000010010010111010010100101110111000010100010010001111001010100010111000000010000100000001110010010101000111010110100000101010001100111,100010010000001001001011101001010010111011100001010001001000111100101010001 1223296.0
1000100100010010010110111010010111101111111010010100000110001111001010100010100100100011101100000001010011010101000111000100010000101001001100111,100010010001001001011011101001011110111111101001010000011000111100101010001 1223408.0
0000101100000110010000011010010100001110111000000101010010100111001010100011111000000011001100000001111010010101010111000110110000101000001100011,000010110000011001000001101001010000111011100000010101001010011100101010001 1223552.0
1100100000011000011100011010110110011011101010000100000001000101001010100011100000011111001100000001111011011100010001001100110001011001011101010,110010000001100001110001101011011001101110101000010000000100010100101010001 1223568.0
1110101000110110010001001010010100111100110010000100001010100111001000010100100010101111101001000101111000011111010010000110100100100010001110000,111010100011011001000100101001010011110011001000010000101010011100100001010 1223824.0
best: 0.9769819664378923
1000101101100111110000011011110101001110011010100100000100101011001010100011000100100010000100000011110010010101010111000100110000101000001001010,100010110110011111000001101111010100111001101010010000010010101100101010001 1225944.0
1000101100010010010010011011010110001110111000000101000010000111000010000010111000000001000100000001111011010101000111000110010000101000011100011,100010110001001001001001101101011000111011100000010100001000011100001000001 1223552.0
0000101100000110010000011011010100101110111010010101000010000101001010100011111000000011101100000001111010010101000111000100010001101001011100011,000010110000011001000001101101010010111011101001010100001000010100101010001 1223744.0
1000101100010010010110011010010101101110111010010100010010100111001010101010100000000011101001000001111011010101010111000110110100101010001100011,100010110001001001011001101001010110111011101001010001001010011100101010101 1223696.0
1100100000010010011100111010110111011111101010000100010000000101000010100010100100000011001100000001011011011100000101000101110011101001001101011,110010000001001001110011101011011101111110101000010001000000010100001010001 1223168.0
1110100000100110010000111010010111111111111010010100001011101101001000000000100010100111101101000001111001010111010010000100000001100010001100011,111010000010011001000011101001011111111111101001010000101110110100100000000 1224448.0
1100100000000010010010111010010100111100111010000100011110000111000010100010110010101010101100000001110010010101000110010110000100100010011110101,110010000000001001001011101001010011110011101000010001111000011100001010001 1222720.0
1100100000010010011100111010110111011111101010000100010000000101000010100010100100000011001100000001011011011100000101000101110011101001001101011,110010000001001001110011101011011101111110101000010001000000010100001010001 1223168.0
0000101100000110010000011010010100101110111000000101010010000111001010100010111000000011000100000001111010010101000111000110100000101000001100111,000010110000011001000001101001010010111011100000010101001000011100101010001 1223184.0
0010110100110111011000001110011111101011100000110100110011011000001010111000100110101011001100010011010010000111000000010111001000101100001111110,001011010011011101100000111001111110101110000011010011001101100000101011100 1226104.0
1000101100010101001010010010001101111110011101010000000110000111101010111010000000101010101101000101010011000100110111010101110101100000001100000,100010110001010100101001001000110111111001110101000000011000011110101011101 1223712.0
0000100100000111110010111011011111100111101011011111100110001001100111000010100000101101101001000000110011010110001111000101010010101101101100111,000010010000011111001011101101111110011110101101111110011000100110011100001 1225552.0
1111001101101111101010110001001011110100001101100100010001001001010010111101000011100000110000100001110111110111110001000000100011010100001010001,111100110110111110101011000100101111010000110110010001000100100101001011110 1237672.0
1100111100111110010000111110001100001000111100010100011010101111001010000000110011101100011001001100111010001101000011000010000000101011011010111,110011110011111001000011111000110000100011110001010001101010111100101000000 1227616.0
0000100010011010110110111100011101101111011111000000011110101111101100000000111100100011111000100001000111000101000110000101111001101001111000110,000010001001101011011011110001110110111101111100000001111010111110110000000 1248568.0
1100101000011010010010011010011110011100111010000100001110100111000010000010110010101111101001000101110010010101010010000110000100100011011110001,110010100001101001001001101001111001110011101000010000111010011100001000001 1223072.0
1100100000010010011100111010110111011111101010000100010000000101000010100010100100000011001100000001011011011100000101000101110011101001001101011,110010000001001001110011101011011101111110101000010001000000010100001010001 1223168.0
1100101100011010010010111011011111001111111000000100000110001101000010000010111100100001100100000001110011010101000011000110000000101011011100011,110010110001101001001011101101111100111111100000010000011000110100001000001 1223232.0
1000100100000010010010111010010100101111111010010100010010001111001010100010110000000011101100000001110011010101000111000110010000101010001100111,100010010000001001001011101001010010111111101001010001001000111100101010001 1223296.0
1000100100000010010010111010010100101110111000010100010010001111001010100010111000000010000100000001110010010101000111010110100000101010001100111,100010010000001001001011101001010010111011100001010001001000111100101010001 1223296.0
1000100100010010010110111010010111101111111010010100000110001111001010100010100100100011101100000001010011010101000111000100010000101001001100111,100010010001001001011011101001011110111111101001010000011000111100101010001 1223408.0
1010101100010110011111011010010101101110011000010100000110100111001010111010100000100011100001000001011001011101010111000100100100101001001100010,101010110001011001111101101001010110111001100001010000011010011100101011101 1223424.0
best: 0.9767007911250847
0000101000010010010000111010110110101110101010000100010000000101001010100010111000000011001100000001011011010100000111000111100000101001001101111,000010100001001001000011101011011010111010101000010001000000010100101010001 1234776.0
0000101100010110010010011010010100101110111010000101010010000111001010101010100000000011100000000001111011010101010111000110110100101000001100111,000010110001011001001001101001010010111011101000010101001000011100101010101 1223088.0
1000100100100110010000011010010110101110111010010101000011101101001000100010100010100111101100000001111000010111010010000100000001100010011100011,100010010010011001000001101001011010111011101001010100001110110100100010001 1224832.0
1100101100011010010010011011011110001111111000000101000110001101000010000010111000100001000100000001110011010101000111000110010000101000011100011,110010110001101001001001101101111000111111100000010100011000110100001000001 1223184.0
1100100000010010011100111010011111011111101000110100010011010100001010101000100110101011001100000011011010000100000100010111101000101100001111111,110010000001001001110011101001111101111110100011010001001101010000101010100 1223064.0
1000100100100010010000011010010100101110011010010100000100101111001010100011110100100011001100000011110011010101000111000100110000101010001001011,100010010010001001000001101001010010111001101001010000010010111100101010001 1223736.0
1100100100010110011111011010010101101110001010000100010010100111001010111010100000100011100101000001011011011101000111000100110100101001001101010,110010010001011001111101101001010110111000101000010001001010011100101011101 1223360.0
1100100000001010010010011010011110011100111010000100011110000111000010100010110010101011101001000101110010010101010110000110000100100010011110101,110010000000101001001001101001111001110011101000010001111000011100001010001 1222608.0
1000101100010010011100011010010111001110101000000100000010000111000010100010101000000001000100000001111011010100000111000100110010101000001100011,100010110001001001110001101001011100111010100000010000001000011100001010001 1223552.0
0000100111010010010010001011101100000111001010000001000100000110010000011010011101100110101110000101010011110101011011000110001010001110001110011,000010011101001001001000101110110000011100101000000100010000011001000001101 1224336.0
0000110110111010011010001001010001110011100110000100010010100111001110101010101010001111101100001001111011000000001011001111011000001000001100111,000011011011101001101000100101000111001110011000010001001010011100111010101 1227488.0
1100101000001010100000111101111000110100011010000110010011011011001110011110100010001010111100001101101011110011100110010110100110100110011110011,110010100000101010000011110111100011010001101000011001001101101100111001111 1229264.0
1100101000001000000010111110000000011100111110001110101111101011010110110001010010101010101000001001000010001101000111010101000100110110011010100,110010100000100000001011111000000001110011111000111010111110101101011011000 1228848.0
1000100110100011110010000000011110001011101011011111010000001001000011000011001010101010000101010001010011110101100110011110101011001110101001101,100010011010001111001000000001111000101110101101111101000000100100001100001 1226544.0
1010101110010010011100011011100111011101101110001100010101110000001110110011110101111011001100000011011010011000000001010111110001110010001101001,101010111001001001110001101110011101110110111000110001010111000000111011001 1226024.0
1100100000000010010010111010010100111100111010000100011110000111000010100010110010101010101100000001110010010101000110010110000100100010011110101,110010000000001001001011101001010011110011101000010001111000011100001010001 1222720.0
1100101000011010010010011010011110011100111010000100001110100111000010000010110010101111101001000101110010010101010010000110000100100011011110001,110010100001101001001001101001111001110011101000010000111010011100001000001 1223072.0
1100100000010010011100111010110111011111101010000100010000000101000010100010100100000011001100000001011011011100000101000101110011101001001101011,110010000001001001110011101011011101111110101000010001000000010100001010001 1223168.0
0000101100000110010000011010010100101110111000000101010010000111001010100010111000000011000100000001111010010101000111000110100000101000001100111,000010110000011001000001101001010010111011100000010101001000011100101010001 1223184.0
1100101100011010010010111011011111001111111000000100000110001101000010000010111100100001100100000001110011010101000011000110000000101011011100011,110010110001101001001011101101111100111111100000010000011000110100001000001 1223232.0
1000100100000010010010111010010100101111111010010100010010001111001010100010110000000011101100000001110011010101000111000110010000101010001100111,100010010000001001001011101001010010111111101001010001001000111100101010001 1223296.0
1000100100000010010010111010010100101110111000010100010010001111001010100010111000000010000100000001110010010101000111010110100000101010001100111,100010010000001001001011101001010010111011100001010001001000111100101010001 1223296.0
best: 0.9766113262528278
0000100100000010010010111010010100111110111000000101010110000111001010100010110000101010000100000001110010010101000110010110100000101000011110101,000010010000001001001011101001010011111011100000010101011000011100101010001 1223200.0
1000100100011110010010011010011110111100111010000100011110000111001010100010100000100011100000000101111010010101010111000110000100101010001110101,100010010001111001001001101001111011110011101000010001111000011100101010001 1223168.0
0100101000000010010010111010010100101100111010000101010110000111000010100010110000001010000100000001110010010101000111000110100000101010011100101,010010100000001001001011101001010010110011101000010101011000011100001010001 1222720.0
1000101100010010010010111011010111001111111010000100010010001101000010100010110000100001101100000001110011010101000011000110010000101010011100011,100010110001001001001011101101011100111111101000010001001000110100001010001 1223808.0
1100101000011010010010011010011110011100111000000101001110000101000010000010111000100011101100000001110010010101010011000110000000100011011100011,110010100001101001001001101001111001110011100000010100111000010100001000001 1223184.0
1100101100100010010010111011011111001110111000010101000010001101000000100010101110100011101100000001111010010101000010000100000000101011011100011,110010110010001001001011101101111100111011100001010100001000110100000010001 1223888.0
1100100000000010010010111010011110001101111010010100011110001111001010100010110000001011101101000001110010010101000110000110010100100010011110101,110010000000001001001011101001111000110111101001010001111000111100101010001 1222720.0
1100101100011010010010111011011110001111111000000100000110001101000010000010111100100001100100000001110011010101000111000110010000101011011100011,110010110001101001001011101101111000111111100000010000011000110100001000001 1223232.0
1000101100100110010010011011010110001110111000000101000010101101000000100010100000100101101100000001111010010111000010000100000001101010011100011,100010110010011001001001101101011000111011100000010100001010110100000010001 1224832.0
1001101100001010000010111010010000000110110000010110010011000111000010100100111000010000011100010001000010000100000101010100100011101010000000110,100110110000101000001011101001000000011011000001011001001100011100001010010 1224592.0
1000101101011000010000011110010000101011101001011100011010001001010010100110100000010111101100000001110001010111000101000010010011111010101100111,100010110101100001000001111001000010101110100101110001101000100101001010011 1225968.0
1000101100000100110100010110011111001111101001001001000010011111001100100010101010111001001010011100010011000111000111101100110011111000000001001,100010110000010011010001011001111100111110100100100100001001111100110010001 1226400.0
1111101100011010010010101001011100011110111000000101000100000101000001001011111010000101010101000101010011111111001011101111010011101000010100011,111110110001101001001010100101110001111011100000010100010000010100000100101 1225360.0
1000100101100011101110000111000100101100110100010000000000010110001010100010101101010011001100001011110110000101010111110100001000101010101001100,100010010110001110111000011100010010110011010001000000000001011000101010001 1235584.0
0111100011011000000010111111010001101100111100011101001110101101000110000110001000000011001100101101010000011000110111010110010000101100011101011,011110001101100000001011111101000110110011110001110100111010110100011000011 1227776.0
1100100000001010010010011010011110011100111010000100011110000111000010100010110010101011101001000101110010010101010110000110000100100010011110101,110010000000101001001001101001111001110011101000010001111000011100001010001 1222608.0
1100100000000010010010111010010100111100111010000100011110000111000010100010110010101010101100000001110010010101000110010110000100100010011110101,110010000000001001001011101001010011110011101000010001111000011100001010001 1222720.0
1100100000010010011100111010011111011111101000110100010011010100001010101000100110101011001100000011011010000100000100010111101000101100001111111,110010000001001001110011101001111101111110100011010001001101010000101010100 1223064.0
1100101000011010010010011010011110011100111010000100001110100111000010000010110010101111101001000101110010010101010010000110000100100011011110001,110010100001101001001001101001111001110011101000010000111010011100001000001 1223072.0
0000101100010110010010011010010100101110111010000101010010000111001010101010100000000011100000000001111011010101010111000110110100101000001100111,000010110001011001001001101001010010111011101000010101001000011100101010101 1223088.0
1100100000010010011100111010110111011111101010000100010000000101000010100010100100000011001100000001011011011100000101000101110011101001001101011,110010000001001001110011101011011101111110101000010001000000010100001010001 1223168.0
1100101100011010010010011011011110001111111000000101000110001101000010000010111000100001000100000001110011010101000111000110010000101000011100011,110010110001101001001001101101111000111111100000010100011000110100001000001 1223184.0
best: 0.9766113262528278
done evolving!
"all is well:)"
>>>>>>>>>>>>>>FINISH OPTIMIZATION>>>>>>>>>>>>>>>
884.36user 549.20system 39:09.12elapsed 61%CPU (0avgtext+0avgdata 137620maxresident)k
1006224inputs+1520720outputs (564major+74574210minor)pagefaults 0swaps
